# 2025-03-14 12:10:51 EET
NAnsw,File,Key,Quest,Discrepancies?,IdxCorrect,AnsKeys,Answer1,Answer2,Answer3,"Other Answers..."
2,inputs/yaml/acs_energy_letters.yaml,code_autotest:,"17. Automatic Testing",false,,"0:,1:","No mention of automatic testing to verify code functionality.","No mention of automatic testing to verify code functionality."
2,inputs/yaml/acs_energy_letters.yaml,code_docs:,"18. Code Documentation",false,,"0:,1:","No mention of standards for code documentation.","No mention of standards for code documentation."
2,inputs/yaml/acs_energy_letters.yaml,code_linting:,"19. Linting Standards",false,,"0:,1:","No mention of linting standards for code.","No mention of linting standards for code."
2,inputs/yaml/acs_energy_letters.yaml,code_development:,"20. Code Development",false,,"0:,1:","No mention of standards for code development such as continuous integration.","No mention of standards for code development such as continuous integration."
2,inputs/yaml/acs_es_and_t_engineering.yaml,rdp_exist:,"1. Existence of research data policy",false,,"0:,1:","Research Data Policy (RDP) exists.","Research Data Policy (RDP) exists."
2,inputs/yaml/acs_es_and_t_engineering.yaml,data_sharing:,"3. Data sharing requirements in RDP",false,,"0:,1:","Data sharing encouraged but optional.","Data sharing encouraged but optional."
2,inputs/yaml/acs_es_and_t_engineering.yaml,data_fair:,"4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)",true,0,"0:,1:","Public data sharing on a FAIR repository encouraged.","Public data sharing on a FAIR repository not mentioned in RDP."
2,inputs/yaml/acs_es_and_t_engineering.yaml,data_availability:,"2. Data availability statement",false,,"0:,1:","Mentioned in the RDP but optional.","Mentioned in the RDP but optional."
2,inputs/yaml/acs_es_and_t_engineering.yaml,data_citability:,"5. Citability and findability of data ",true,0,"0:,1:","DOIs or other persistent identifiers recommended for datasets or codes.","No mention of DOIs or other persistent identifiers for datasets or codes."
2,inputs/yaml/acs_es_and_t_engineering.yaml,data_timing:,"7. Timing of data release",true,0,"0:,1:","Required data must be available after official publication.","Required data must be available prior to official publication."
